,OPEN,HIGH,LOW,CLOSE,VOLUME,28DSMA,28DEMA,28DSDEV,28DMOM,30-90MACD,28DBBAND_LOW,28DBBAND_HIGH,14DRSI,PVT,14DATR,14DSTOCH
2016-12-13,206.229224745,208.403061804,206.097474549,206.855029117,6968000.0,198.29970702,198.632287371,4.91440371282,5.1710650524,0.00827980826847,193.385303307,203.214110733,64.6571907621,41975.808047,3.12898928345,76.2409614219
2016-12-12,205.570498416,207.151448054,205.241111401,206.196279728,5590300.0,198.115026125,198.426190829,4.67218517619,3.32659069167,-0.0254785886309,193.442840949,202.787211301,65.9452916546,130211.537116,3.13134149309,74.249039566
2016-12-09,202.869685186,206.459778331,202.639131405,205.471666699,7464500.0,197.996219315,198.231439673,4.49813304743,0.494028806198,-0.0742108420791,193.498086267,202.494352362,68.4598641081,105055.656581,3.28426153418,71.3199649933
2016-12-08,201.387522205,203.363719144,200.234740109,202.474440732,6695000.0,197.978575429,198.049969088,4.46859659722,-1.71269722938,-0.256971702516,193.509978832,202.447172026,64.8083306807,144255.165695,3.21838876276,67.1614505102
2016-12-07,199.608932941,202.869685184,199.016071891,202.639131403,8147500.0,198.039743187,197.939073193,4.54351096848,3.22781018973,-0.398410222749,193.496232219,202.583254156,65.7864404624,236829.004437,3.11487451611,63.1307324455
2016-12-06,196.01884744,199.049019616,195.524789967,198.983156046,6749200.0,197.924464252,197.821269938,4.46272229516,-0.724586439494,-0.533886402122,193.461741957,202.387186547,64.7337109649,22469.8714512,3.06546903926,58.4703874399
2016-12-05,197.731541099,198.719652737,196.084704837,196.447012109,8448800.0,197.950342339,197.792148178,4.47118154776,-3.88653631409,-0.563581965312,193.479160791,202.421523887,64.096359352,77675.982565,3.00194821133,54.6421231023
2016-12-02,194.569619188,198.060905482,194.569619188,197.962111775,7635000.0,198.089147207,197.825862954,4.4830947437,-3.16190999148,-0.652766627011,193.606052464,202.572241951,63.2580300685,-7920.2942378,2.99018439057,50.8885627182
2016-12-01,196.381136937,196.677567467,192.725173584,194.339063251,8675100.0,198.202072564,197.822447985,4.51945180533,-2.66788118528,-0.965679788143,193.682620759,202.721524369,57.9591635562,-341585.590355,2.8796116521,47.1484226216
2016-11-30,200.399435562,202.573246286,197.566863974,197.764487622,9381700.0,198.297354035,197.909756278,4.46276071095,6.85084541858,-1.23426966326,193.834593324,202.760114746,49.3626869553,-151100.434998,3.25132660495,45.1525586733
2016-11-29,200.366492157,202.474442603,200.168881684,201.881578246,7004400.0,198.052680984,197.913397322,4.67577417614,10.7703118902,-1.52817693276,193.376906808,202.72845516,46.4052522513,74234.3846732,3.64891881262,43.1301080377
2016-11-28,199.543071322,201.716882018,199.114877425,200.728796727,5887700.0,197.668026988,197.813937995,4.79072124487,7.14727666139,-1.94100150367,192.877305743,202.458748233,47.6596006431,60471.6804721,3.72184966165,42.7891742382
2016-11-25,198.851403955,199.872435855,198.554960252,199.576015208,3459400.0,197.412767107,197.740879358,4.81196073724,6.7520383279,-2.32239840254,192.60080637,202.224727845,50.5030447647,11380.4005144,3.77596073003,43.1907345839
2016-11-23,197.962111863,198.291459354,196.743443146,198.060905571,4788700.0,197.171622881,197.694883124,4.86839095803,5.20399520998,-2.66088096024,192.303231923,202.04001384,44.8377427459,43446.3648521,3.84889131079,42.7450273452
2016-11-22,197.995043565,199.312519175,197.336305761,198.686711508,6731300.0,196.98576591,197.685709059,4.9321017445,5.00638435221,-2.98977521119,192.053664165,201.917867654,45.4635909068,166861.318692,3.92652752869,43.947457184
2016-11-21,193.943825539,197.10575118,193.054533952,196.974000985,6933700.0,196.806966469,197.660619722,4.95882870126,3.78771592904,-3.39114749371,191.848137767,201.76579517,40.9320915697,103644.503358,3.92417343505,44.9666158711
2016-11-18,193.87795479,195.623597967,192.560479168,193.943828241,6905000.0,196.6716909,197.677829279,5.00554716115,2.56906080023,-3.78950959822,191.666143739,201.677238061,32.5338732514,12030.6481921,3.83477328217,47.2251750148
2016-11-17,193.581521286,194.602563067,192.922783484,194.07557546,6550500.0,196.579938728,197.771419073,5.08038716395,3.49129465701,-4.08410739952,191.499551564,201.660325892,34.3207581962,128852.705212,3.74772527787,51.7481405056
2016-11-16,190.716028267,193.746200398,190.551347935,193.581520066,7641500.0,196.455249633,197.864052481,5.18587741448,2.43732355198,-4.40280364907,191.269372219,201.641127048,42.0198355584,205232.774469,4.02062873655,56.0296112731
2016-11-15,188.17990033,190.814838388,188.17990033,190.781904956,8604600.0,196.368202364,197.971390781,5.25588405475,0.098820385048,-4.76438975598,191.112318309,201.624086418,36.8828845708,4653.02776502,4.10061792745,59.183037621
2016-11-14,189.398554246,190.683086539,188.21283213,188.739819737,8980100.0,196.364673064,198.151589577,5.25980587284,-0.0988170614552,-5.03853176675,191.104867191,201.624478937,32.2222158801,-83301.367539,4.03239067533,63.7009830347
2016-11-11,191.210075316,192.264047243,190.090223351,190.617210961,7437600.0,196.368202245,198.387488172,5.25453083506,-0.0658736095131,-5.14836975118,191.11367141,201.62273308,33.3333333333,-582629.852972,3.98063249415,69.5477198777
2016-11-10,195.755346516,196.084707184,187.883469096,190.485473713,15240000.0,196.370554874,198.582244047,5.25187463271,-3.72183899593,-5.23899441486,191.118680241,201.622429507,40.816323283,-914141.325079,4.20177953624,75.0181415583
2016-11-09,198.456153141,199.114877767,193.4827142,198.126792475,11233200.0,196.503477695,198.785183215,5.14338760074,2.66787786169,-5.38693052211,191.360090094,201.646865296,60.6207699324,-267157.536603,4.05591616587,79.8016172611
2016-11-08,202.243883985,205.24111283,201.914520024,204.055387419,6376400.0,196.408196343,198.80168526,5.1369090521,9.94687847695,-5.59638640614,191.271287291,201.545105395,72.9287908315,167921.925075,3.4018880222,80.1368832634
2016-11-07,199.971238893,202.606190092,199.971238893,202.177996195,7389200.0,196.052950683,198.670005355,4.92817665871,4.94049744833,-5.96560558709,191.124774024,200.981127342,64.9142630581,42076.1969057,3.45129447124,76.4771007192
2016-11-04,200.89346683,201.84863517,199.016076756,199.246630542,5908700.0,195.876504346,198.582080329,4.78718280551,3.49128468623,-6.32276902598,191.08932154,200.663687151,62.0518948383,-73138.2434854,3.36895111104,75.5342624661
2016-11-03,201.585130346,202.309744885,199.279569471,201.51927007,7963200.0,195.751815607,198.565423902,4.74140088564,6.71909487596,-6.48160444963,191.010414721,200.493216492,67.746286612,-34312.6647223,3.27484594398,74.9021246148
2016-11-02,202.210938493,203.956581632,201.651020752,201.683964065,4758100.0,195.511847933,198.491388075,4.60681277543,4.11710391816,-6.66639536056,190.905035157,200.118660708,65.9658635097,-91169.4751481,3.16192003056,73.268522397
2016-11-01,205.208193259,205.405807025,202.606191938,202.869689036,6161100.0,195.364808507,198.411368674,4.46607055578,4.47939547611,-6.92364063169,190.898737951,199.830879063,69.8648930772,-40083.2067675,3.19485746198,72.1404414848
2016-10-31,204.15421976,205.306998559,203.462551821,204.977637893,6012300.0,195.204830097,198.299624387,4.26288873163,8.62943287543,-7.23243467961,190.941941366,199.467718829,78.2490015788,241957.49876,3.20426819019,69.5824111652
2016-10-28,200.827605131,204.911749217,200.564104739,204.187137961,9130900.0,194.896636066,198.132245241,3.81900677128,9.58457362463,-7.58978110075,191.077629295,198.715642837,78.2489895686,210249.467846,3.29602143802,64.9299243116
2016-10-27,198.192655789,202.408550042,198.093848907,199.411321213,5680700.0,194.554329865,197.980484127,3.35703869254,5.6321769954,-7.91497789162,191.197291172,197.911368558,70.8126537684,-23115.5508838,3.08428477341,59.9850308779
2016-10-26,199.83949268,200.432353738,198.75259721,199.707742485,4700600.0,194.353180687,197.944621323,3.22122461877,5.66511047657,-8.08572769386,191.131956068,197.574405305,72.5329106239,-34734.1419722,2.9690078816,56.7097110306
2016-10-25,201.420466957,201.618077429,199.872437557,200.333548423,5101500.0,194.150855312,197.90043008,3.0455717096,4.80876020008,-8.26646190125,191.105283603,197.196427022,77.0543038541,206309.903689,3.072524714,52.9310045847
2016-10-24,197.566862007,202.276826918,197.303374791,201.124021766,10831600.0,193.979113877,197.839445886,2.81052798651,6.02741532889,-8.39649307545,191.16858589,196.789641863,73.4121463858,707032.832439,3.17368758637,47.5355049712
2016-10-21,197.369248416,199.114878397,195.887095771,197.006944437,15060300.0,193.763849044,197.75712058,2.45082310074,0.494055394941,-8.50803584142,191.313025943,196.214672144,56.4491977463,475366.341777,3.11251905272,41.6203378549
2016-10-20,190.913642204,191.539449874,190.123170667,190.913642204,5131400.0,193.746204208,197.775923154,2.42828433701,-7.27902055682,-8.6263284551,191.317919871,196.174488545,36.5233987755,-86643.567806,2.68198958384,37.2195456976
2016-10-19,192.264045154,192.395795349,189.563236973,191.111266356,6374000.0,194.006169228,197.947920819,2.50231408164,-3.45991661728,-8.29926694402,191.503855146,196.50848331,41.6818828995,-67105.6610809,2.75256803973,36.8248861557
2016-10-18,193.976757474,195.030729387,193.186282657,193.581520066,3622500.0,194.129737678,198.119276175,2.43868351678,-10.2554607751,-7.92512016744,191.691054162,196.568421195,40.2116161999,13541.6007249,2.69139947859,35.245960996
2016-10-17,192.856910311,194.042632427,192.527546351,192.82397688,4040800.0,194.496004135,198.233011456,3.04744934602,-12.0570375234,-7.57994873149,191.448554789,197.543453481,42.4448077991,-20742.289685,2.67022693592,33.6237278163
2016-10-14,193.581521614,193.812078692,192.362866067,192.856910361,4716600.0,194.926612618,198.368584645,3.60353984115,-13.5901410916,-7.2430400427,191.323072777,198.530152459,45.2187998001,-7491.1374156,2.71257415464,31.4305830826
2016-10-13,192.922782476,194.668438794,191.901753875,193.680327156,4911800.0,195.4119748,198.506730418,4.18307518647,-11.7226907338,-6.95913907715,191.228899613,199.595049986,41.2721817751,60227.1634545,2.82079529247,28.6395452043
2016-10-12,192.066436386,193.877952999,190.946587716,193.186285056,5035600.0,195.830642326,198.627700412,4.57190945994,-10.3896807472,-6.6998601365,191.258732866,200.402551786,38.4839526207,77782.5020116,2.78315332034,26.6865821484
2016-10-11,193.120407301,193.219214184,190.090221975,191.374767441,7261000.0,196.201702352,198.7640852,4.76680586488,-11.4507909295,-6.45603475763,191.434896488,200.968508217,39.105363752,14637.8263218,2.76668531233,26.051628232
2016-10-10,192.000560006,192.791034834,190.254920135,190.584280803,5284100.0,196.610659171,198.949292627,4.82815476993,-11.5561322037,-6.15162194362,191.782504401,201.438813941,41.5512416205,-206.903345501,2.78550676721,25.4689269144
2016-10-07,191.671197293,192.494615426,189.793790776,191.144196514,6315300.0,197.023378179,199.158955056,4.78767950002,-11.7139928914,-5.82342357915,192.235698679,201.811057679,44.5205311871,75995.1691572,2.72669212662,24.4703985343
2016-10-06,188.114023304,190.748958021,187.619965839,190.683084571,6217000.0,197.441735068,199.359838663,4.76666759998,-11.2942131486,-5.49931803458,192.675067468,202.208402668,42.9558012975,-36260.3643787,2.62788148008,22.7090846176
2016-10-05,190.02436221,190.617210095,187.521164485,188.838636799,10026400.0,197.845099823,199.577314667,4.64999611603,-13.4322837275,-5.11334576707,193.195103707,202.495095939,35.7643981873,-239727.817171,2.59023952972,21.3631275815
2016-10-04,193.71326987,194.042630534,189.793789698,190.683084571,7866100.0,198.324824242,199.846471165,4.37092346763,-12.3708777454,-4.6652614216,193.953900774,202.695747709,40.0000150609,-175488.445747,2.55024556652,21.7140330464
2016-10-03,194.833120373,195.294231235,193.285090984,194.207312709,5113600.0,198.766641304,200.076144229,4.19142484292,-9.82541777768,-4.27265326867,194.575216461,202.958066147,44.2244205188,13170.8247923,2.45849312993,21.5988113248
2016-09-30,194.997800458,196.512886532,194.372009263,195.458914613,6599900.0,199.117549082,200.223241866,4.20684425708,-8.18229331661,-3.95657283438,194.910704825,203.324393339,43.2956500561,-36760.3505734,2.54083543437,21.3649309565
2016-09-29,196.41407972,196.644636797,194.07557551,194.108508942,5211500.0,199.409773843,200.342655975,4.22742525953,-9.50009121897,-3.66580898203,195.182348584,203.637199103,48.9790476274,-29516.4201256,2.67205036216,20.8168883141
2016-09-28,196.414080608,197.665682766,195.887096293,197.237498746,7021000.0,199.749062815,200.498909957,4.16699471364,-6.30583602225,-3.30895515428,195.582068102,203.916057529,38.5408752011,75160.4565537,3.10804140723,19.5439031657
2016-09-27,195.62359566,196.117649836,194.009702698,195.755345856,4487000.0,199.974271245,200.580654659,4.19652515705,-8.27738463053,-3.03332110884,195.777746088,204.170796402,33.9096779245,-45131.5046085,3.18365903026,19.5078557103
2016-09-26,197.435123086,197.599803417,194.635494862,194.800175194,4793900.0,200.269892124,200.701597222,4.17983263836,-8.58004428626,-2.7387674744,196.090059486,204.449724763,29.8973418943,-85513.585,3.22185591982,22.4646011189
2016-09-23,199.213709578,199.279569854,197.039872545,197.566860147,4428500.0,200.576322277,200.849511714,4.07723659399,-5.8133593339,-2.35784780653,196.499085683,204.653558871,35.619537117,29322.4371071,3.14295422978,28.1124311056
2016-09-22,197.171624837,199.049018188,197.039874641,198.39029356,4586700.0,200.783942254,200.931788789,4.0663122808,-6.55596297002,-2.07039787165,196.717629973,204.850254534,40.8216453402,92259.5582001,3.19504609628,31.2375144349
2016-09-21,194.141451017,196.776385739,193.383893162,196.348205018,4967100.0,201.018083788,200.995489364,4.11187288628,-8.59805151211,-1.82199985686,196.906210902,205.129956675,37.9861169416,62137.6673853,3.14428560067,32.8158175224
2016-09-20,194.042633414,195.425982476,193.713272746,194.602564337,4137500.0,201.325157057,201.111969884,4.07105866962,-10.6699460345,-1.54567771692,197.254098387,205.396215726,35.4466452326,12770.2330052,3.00217328772,33.0056269821
2016-09-19,194.108508177,194.701369232,193.383893633,193.779144218,3543100.0,201.706226558,201.275123005,3.91486889694,-10.7756130208,-1.26051607569,197.791357661,205.621095455,32.3992515628,-58656.9854999,2.99169669186,32.9948748967
2016-09-16,194.76724326,194.931926887,192.922783346,194.042632009,7103300.0,202.09106988,201.463003806,3.62571029498,-10.087971639,-0.937970108586,198.465359585,205.716780175,34.9773733333,-41230.408079,2.99546897834,34.4474619535
2016-09-15,194.437869697,195.952968946,193.350964346,195.524788223,5748100.0,202.451354581,201.648989577,3.28116811197,-8.73632294383,-0.611131721367,199.170186469,205.732522693,36.6257050795,-35854.9930132,3.01002888829,34.4876219352
2016-09-14,196.611705679,197.237496871,194.108507973,195.096606437,6725400.0,202.763366115,201.802487858,3.00157857658,-9.45815080129,-0.310633545751,199.761787538,205.764944692,34.4433255505,-103032.904413,2.96632801416,34.3770806912
2016-09-13,198.686712943,199.576017714,196.249401823,196.512889042,6437700.0,203.101157215,201.970565492,2.61399931793,-7.22621863783,0.131107205837,200.487157897,205.715156533,35.0427978729,105541.44887,2.89430734354,35.9986547499
2016-09-12,194.440673466,198.649427469,194.40804089,198.192662761,8601900.0,203.359236452,202.107357851,2.27406930086,-8.71115005188,0.578323908941,201.085167151,205.633305753,38.577286711,-319302.772821,2.74291862469,38.3842492226
2016-09-09,202.727685918,202.79295107,194.571182973,194.571182973,10546400.0,203.670348954,202.205476598,2.13253415739,-13.3440556327,0.97963234155,201.537814797,205.802883111,27.6972163054,-503464.993328,2.52852002927,39.0666520472
2016-09-08,205.27250748,206.055552264,203.086568632,203.836980841,4721200.0,204.146922369,202.396824152,1.38313648691,-4.24137305336,1.39833213826,202.763785883,205.530058856,51.3274892075,-56323.9143901,2.01582498434,41.0231866542
2016-09-07,206.186062962,206.805941614,204.163238022,204.881014403,4253500.0,204.298399979,202.36072776,1.56785313996,-1.27241424252,1.57484933417,202.730546839,205.866253118,54.0373063807,-8260.80808838,1.91095437229,39.8311649242
2016-09-06,205.435650404,206.83857385,204.978888955,206.447051453,4722700.0,204.343843344,202.297558761,1.60340243154,1.46816388831,1.87123090773,202.740440913,205.947245776,65.9863356301,63063.0925814,1.90862510522,37.643832582
2016-09-02,204.522127569,206.544949243,204.000097706,205.40301789,4352000.0,204.29140892,202.193554997,1.5553622555,-3.425743436,2.24611714678,202.736046664,205.846771175,61.8319868674,55763.1184845,1.88998118179,32.7322282603
2016-09-01,202.23831079,203.641204853,201.651038621,203.575965803,4515100.0,204.4137569,202.113112338,1.76645550839,-8.09127340389,2.67373152106,202.647301391,206.180212408,41.7322803066,33252.1287112,1.79210162358,28.5839366073
2016-08-31,201.585778218,202.956065837,201.553145642,202.825558371,4882000.0,204.70273095,202.076447069,2.22629737719,-9.03742715813,3.13499778955,202.476433573,206.929028327,35.9306439137,2869.59323903,1.75481564262,26.5062193285
2016-08-30,202.923457802,203.314954099,201.74891671,202.140413007,3865600.0,205.025496205,202.057671185,2.57229758643,-9.29844551953,3.64806280593,202.453198619,207.597793792,28.1817302033,2096.38011664,1.76879776896,26.85093838
2016-08-29,201.977299083,202.988696871,201.618409262,202.858189405,3616800.0,205.357583545,202.055597326,2.77802832252,-9.49419184173,4.22435049727,202.579555223,208.135611868,38.18162707,8318.08079893,1.76413780741,28.444773372
2016-08-26,202.434059165,204.424251515,201.6184079,201.977297719,5136300.0,205.696661825,202.035480988,3.02967952291,-11.0602288911,4.79146965163,202.666982303,208.726341348,33.9806022088,-25770.080515,1.84104253365,28.5260366443
2016-08-25,203.347586728,203.543336508,201.553144145,202.270920526,4749100.0,206.09167,202.036939306,3.24047099869,-10.6034642075,5.35754183732,202.851199001,209.332140999,34.8258156789,-43185.1812464,1.86201735512,29.4528323882
2016-08-24,203.445458607,203.739106111,201.912030977,203.053962316,5184600.0,206.47036515,202.031074751,3.39339895189,-10.6034675311,5.85553273544,203.076966198,209.863764102,37.6343885792,-18963.3197585,1.86667728619,29.4294627817
2016-08-23,204.424252884,204.848381757,203.771715555,204.032730486,3072800.0,206.849060419,202.00543688,3.58430649162,-8.02600468827,6.33699067962,203.264753928,210.433366911,52.4860942501,6382.33331885,1.85735511207,28.4439511372
2016-08-22,203.804347971,204.065362903,202.82555666,203.64120793,2963100.0,207.135703444,201.954624363,3.67062528836,-8.93955732062,6.79147124252,203.465078156,210.806328732,31.2029139361,1524.5904061,2.06942333977,25.4963261935
2016-08-19,203.836982515,204.39161885,202.303551611,203.608600161,3274800.0,207.454973348,201.912351475,3.74347480572,-8.28701972608,7.36664054488,203.711498543,211.198448154,27.7026873553,-9582.04331889,2.16030833107,25.2327199959
2016-08-18,204.03272879,204.391618609,202.890823545,203.543334769,4432600.0,207.750938338,201.869836339,3.75568401343,-11.614890001,7.92093232971,203.995254325,211.506622352,26.7557782076,4564.80469925,2.19060325017,26.528734326
2016-08-17,203.902223021,204.750506867,202.140413014,204.032730486,4736700.0,208.165755838,201.82789142,3.91192521455,-10.9949867643,8.35613775304,204.253830624,212.077681053,40.5247154477,15196.9001167,2.37237836049,27.6518857136
2016-08-16,202.792950565,204.163238176,202.564568209,203.380219481,4876700.0,208.558433937,201.772628866,4.03169119572,-9.91832216752,8.84447405719,204.526742741,212.590125133,43.1755006651,-31118.8210592,2.40500417662,27.1366314756
2016-08-15,204.717874515,204.783139667,203.347586905,203.380219481,4072500.0,208.912659729,201.732335874,3.99543167772,-11.2886095711,9.31773642771,204.917228051,212.908091407,32.4947426128,-31118.8210592,2.87808144286,26.5766194848
2016-08-12,205.631400334,206.218669249,204.75050675,204.94625653,4174700.0,209.315824356,201.69103297,3.9860322236,-9.36368432282,9.7408508789,205.329792133,213.30185658,30.0386945715,-6899.45244817,3.06917667196,26.1490054581
2016-08-11,205.990290156,206.47968418,204.881014216,204.94625653,4341000.0,209.650241654,201.609443357,3.99863368586,-7.43873248576,10.1172483556,205.651607968,213.64887534,29.6934393348,4193.44406654,3.08082953204,26.0124880455
2016-08-10,204.717874033,206.055555165,204.619999143,205.272510371,3161400.0,209.915910671,201.525808764,3.92088450381,-6.91673232246,10.3933978164,205.995026167,213.836795175,31.9998975484,17960.6195495,3.04121264956,26.0129495337
2016-08-09,204.326374886,205.533522436,203.086568659,204.554757238,3305200.0,210.162936825,201.431900641,3.83443612756,-3.94775024648,10.6602152564,206.328500698,213.997372953,27.4952772699,3706.76966191,3.11112586602,25.372171028
2016-08-08,203.575967313,204.652633507,201.553142391,204.130603647,4947300.0,210.303927906,201.353628701,3.69046349084,-4.63291887523,10.9512673751,206.613464415,213.994391396,24.675246131,-9901.09012661,3.05286506245,27.3483422923
2016-08-05,204.619997723,205.435648987,203.380217589,204.261111166,4695200.0,210.469389294,201.284026012,3.50250390934,-4.56765015961,11.1671557037,206.966885385,213.971893203,25.5555327083,7323.01392566,3.0132479495,30.4236371203
2016-08-04,204.326374886,205.696662476,203.706473404,204.554757238,3512800.0,210.632519657,201.209407719,3.30334975068,-1.30502201159,11.3058042893,207.329169906,213.935869408,24.8648303379,-72553.9515104,3.00625688567,34.3479108092
2016-08-03,206.642822921,206.773330386,202.727683797,203.739107679,5662900.0,210.679127586,201.125559169,3.22264130878,0.195772910936,11.4402952081,207.456486277,213.901768895,27.9793200094,-105950.993734,2.99460579224,38.6485036011
2016-08-02,208.665622816,209.057145214,206.544949092,206.903812813,3974400.0,210.672135696,201.060052636,3.23842985014,3.88248153086,11.6105506074,207.433705846,213.910565546,32.5301019979,-23283.4010842,2.83846745957,43.4144238334
2016-08-01,207.947871182,209.057143851,206.544947745,207.915238606,5038200.0,210.533475642,200.913583392,3.4798720649,4.79603416321,11.7048089182,207.053603577,214.013347706,37.5000052187,53453.673258,2.76389374067,46.4592595986
2016-07-29,206.447051356,209.220285246,205.174638638,208.078353894,6147700.0,210.362188707,200.738092421,3.72305884357,5.93794088682,11.7053409515,206.639129864,214.085247551,31.389351445,90731.4968859,2.82448729546,48.5497951522
2016-07-28,205.174637341,206.610190091,203.543334812,206.153428646,5816400.0,210.15011939,200.554114552,4.01558976924,5.57905268791,11.7767980862,206.134529621,214.165709159,24.2424891383,-174075.347745,2.75224296354,52.2813915017
2016-07-27,211.14520786,211.14520786,202.923456166,204.978887564,11250200.0,209.950867508,200.413772157,4.34606523142,2.61009387708,11.7977268609,205.604802277,214.296932739,26.6055265369,-306084.531195,2.76622509014,57.1795275873
2016-07-26,211.634604935,212.058733804,207.784730971,208.828761326,7358700.0,209.85764987,200.299351136,4.48250753635,8.48276604828,11.847963594,205.375142333,214.340157406,30.9168715813,-102299.621445,2.34208666675,62.0149175344
2016-07-25,211.601974055,212.124000655,210.492698116,211.667239207,3916700.0,209.554693939,200.085568192,4.82796886256,11.41911709,11.7342264075,204.726725077,214.382662802,39.6947089239,7960.1541058,2.22323602493,67.6353055394
2016-07-22,212.123997194,212.417621859,211.373588249,211.862985529,5772400.0,209.146868329,199.795282734,5.11657825949,13.1156849235,11.6456029159,204.030290069,214.263446588,48.2063298535,-11047.0362084,2.37471458165,71.8826394761
2016-07-21,212.156612074,212.319752117,209.872798289,211.438858527,5259500.0,208.67845101,199.492815274,5.4483200793,10.3261735357,11.5310649651,203.230130931,214.12677109,47.3804716555,-36365.9936616,2.47958309658,75.8795967037
2016-07-20,213.102767359,213.494289753,211.862987226,212.352381247,4272300.0,208.309659098,199.193397113,5.60187115583,12.1130633274,11.3946832913,202.707787942,213.911530254,61.2595091508,-10118.6168436,2.68932270496,80.7658484846
2016-07-19,211.699848741,213.070159186,210.525307651,213.03752661,4725400.0,207.877049694,198.863577546,5.74402269455,13.5745368234,11.1819319911,202.133026999,213.621072388,62.8179342772,-13127.4152258,2.78254022544,82.878542609
2016-07-18,213.33114944,213.690035996,211.732479492,212.874384734,4570000.0,207.392244807,198.508318682,5.86394315457,15.0934685919,10.9494622949,201.528301653,213.256187962,62.2046798824,26329.3155598,2.82448635476,85.2196208599
2016-07-15,212.874385058,213.885808938,212.156608684,213.657429847,5714100.0,206.853192357,198.148244557,6.03264268903,15.553045035,10.7381687594,200.820549668,212.885835046,70.7826475176,30381.0780414,2.92469680311,87.2851747751
2016-07-14,211.928227709,213.331151153,211.340958796,212.058735175,5170500.0,206.297726463,197.75951905,6.09860275604,13.6308551036,10.4208933089,200.199123707,212.396329219,71.8592988833,5608.21545993,3.47700815817,87.0369595052
2016-07-13,211.993496336,213.363783943,211.928227922,212.58076525,5661300.0,205.81091021,197.401120466,6.16537325655,17.3552865019,10.1609107267,199.645536953,211.976283466,74.5393991546,-99257.7114009,3.47700815741,87.4753206466
2016-07-12,214.440448566,215.125592365,211.797718897,211.895619887,7752900.0,205.191078549,197.020654631,6.32977211425,16.5407503466,9.77109801078,198.861306435,211.520850663,73.2297631227,-114466.864308,3.4909918038,87.507137426
2016-07-11,215.256099659,215.778103416,212.743877455,215.15822477,5101300.0,204.600337465,196.647825349,6.45156093033,22.1000110393,9.45772881579,198.148776535,211.051898395,89.1945971985,46382.5831763,3.45370397957,88.1009620547
