,OPEN,HIGH,LOW,CLOSE,VOLUME,28DSMA,28DEMA,28DSDEV,28DMOM,30-90MACD,28DBBAND_LOW,28DBBAND_HIGH,14DRSI,PVT,14DATR,14DSTOCH
2016-10-18,280.689412649,281.23628976,276.150275483,276.204955811,6198400.0,286.35163068,291.314276815,3.96969443929,-13.4533737029,-7.18729530934,282.381936241,290.321325119,33.7199676209,-161867.104273,4.25008031994,22.3878402265
2016-10-17,283.47854124,284.81840479,278.529212746,279.376901389,5655700.0,286.832108312,291.692980039,3.48007022893,-12.3322486642,-6.94929087033,283.352038083,290.312178541,32.275990832,-158170.701336,4.35945829663,24.3210633712
2016-10-14,286.185618954,286.759845801,283.916039429,283.970717023,5312500.0,287.272545764,292.001672845,3.27599484048,-8.64079759592,-6.92416721131,283.996550924,290.548540605,39.1843836826,-36762.2130619,4.07234155348,28.9633245402
2016-10-13,284.107445383,288.482525153,283.916038257,287.580180793,4464700.0,287.581145678,292.202962424,3.3593639458,-1.14845321936,-7.01982098748,284.221781733,290.940509624,41.6981311818,63175.6212615,3.98444846142,30.9361133953
2016-10-12,282.630853812,287.087982808,282.466796422,285.666070049,3340200.0,287.622161865,292.318828803,3.3663554786,-1.8867605183,-7.16565539399,284.255806386,290.988517343,36.8681652288,-5618.20244634,3.88679056624,30.7063119903
2016-10-11,285.502013284,287.087983437,282.521477369,282.849614029,3943300.0,287.689546169,292.485574958,3.34456331764,-5.41417361053,-7.29931341551,284.344982851,291.034109487,32.8766937085,1290.36320665,3.75592755139,31.9986181191
2016-10-10,284.298856761,286.431706757,284.162149104,285.666070049,3290300.0,287.882909512,292.727092725,3.20810726276,-1.7773789035,-7.42735114544,284.67480225,291.091016775,40.2684654545,21341.6046864,3.6426439689,34.2651561346
2016-10-07,283.642598341,284.654322497,281.591778418,282.220685589,4153100.0,287.94638733,292.904071694,3.18008055975,-2.92584314562,-7.70028144817,284.766306771,291.12646789,40.1345089079,451.866875635,3.61920537032,34.5351244462
2016-10-06,281.673810308,284.326206827,279.349553183,283.50587065,3900000.0,288.050881728,293.171842348,3.02947524734,0.991282423508,-7.80439458116,285.021406481,291.080356976,42.0187678475,16036.2167039,3.68366166345,34.6934262681
2016-10-05,283.478539295,285.994206254,282.029274082,282.11132602,3720300.0,288.015478785,293.414112312,3.08974872001,-3.08946225676,-7.99040958535,284.925730065,291.105227505,34.6110588918,-55032.6007399,3.60748854465,34.8496720692
2016-10-04,286.431704782,287.85361753,282.13865508,282.357414675,4742900.0,288.125816722,293.697407743,2.92168996644,-1.32391077599,-8.15210718427,285.204126756,291.047506689,41.3757660369,-72925.7719346,3.61139409061,38.3503224401
2016-10-03,286.486405837,286.869225558,284.84575536,285.474659801,3085800.0,288.17309925,293.981635733,2.83428607284,0.925068697152,-8.31463280687,285.338813177,291.007385323,49.5027428789,1700.85762374,3.38482679415,40.658341632
2016-09-30,285.611385902,288.400492775,285.611385902,287.443448952,4188700.0,288.140061082,294.194856381,2.87204577302,2.269801469,-8.56765055279,285.268015309,291.012106855,46.9110089193,4535.43476117,3.48639083721,42.1065358346
2016-09-29,287.005931719,289.11145111,285.720767643,285.884827767,4924400.0,288.058996744,294.364075088,2.92399908883,1.82363867645,-8.69332729913,285.134997655,290.982995833,51.0144914554,-108193.128384,3.68756767828,43.591724807
2016-09-28,290.232556035,290.642725489,284.982462488,286.951252353,5638900.0,287.993866791,294.57660074,2.99370011316,-2.862203234,-8.75296300905,285.000166678,290.987566905,45.7142872101,-77559.0648745,3.75592812595,44.0959117289
2016-09-27,291.791178298,292.474784938,290.205227298,291.599768439,3745400.0,288.096088336,294.767724088,3.00562293789,1.86770767561,-8.7528411463,285.090465398,291.101711273,49.8113126466,-5756.65096892,3.49225173183,45.7148969549
2016-09-26,291.381031578,291.763848563,289.959118824,290.642725467,3022400.0,288.02938449,294.8471264,2.94510150641,-1.36855020304,-8.88526639446,285.084282984,290.974485996,46.5973465738,-23013.5618955,3.53522168396,45.024962915
2016-09-23,290.533346826,293.349803468,290.150527105,292.3927569,2776000.0,288.078261283,294.952506396,3.00090624464,-1.19224113811,-8.93351335691,285.077355038,291.079167528,55.8978795069,10426.9698062,4.02741782127,45.3722027987
2016-09-22,293.185740911,294.525604458,292.69354413,292.912303725,3808800.0,288.120841324,295.0166645,3.07200830313,-3.38603240176,-9.07760598344,285.04883302,291.192849627,58.4482815091,35818.6443188,3.93757237736,45.4526001571
2016-09-21,290.533347115,292.064639673,289.084103761,291.73650028,4528900.0,288.241771052,295.069408645,3.32392663113,-4.18196945179,-9.34406139378,284.917844421,291.565697683,55.5555467386,65850.4510456,3.92390043805,44.0929788148
2016-09-20,288.427844539,290.916161774,287.826267962,290.423964993,3841800.0,288.391127104,295.152945367,3.57150839862,-3.92078512584,-9.6044644203,284.819618705,291.962635503,54.8444350087,42889.2621546,3.86725854838,43.2423390353
2016-09-19,288.728633654,290.314606529,286.349674346,287.033280986,3741500.0,288.531155144,295.271473533,3.72761132821,-5.98191745879,-9.87611577654,284.803543816,292.258766473,53.1797227062,-79645.6487848,3.85358729386,42.706298065
2016-09-16,288.318464592,289.904437466,285.994207486,287.224691234,9500500.0,288.744795054,295.477957337,3.80911367551,-5.73625042488,-9.95988015757,284.935681378,292.553908729,57.3345450382,-43567.8908985,3.80488760754,42.9057551854
2016-09-15,286.130917915,289.849740806,285.830130991,289.576300881,3671200.0,288.94966114,295.684818948,3.87796425313,-5.88090763111,-10.2038260486,285.071696887,292.827625393,56.7432550886,53096.2793912,3.86669140232,41.3590451933
2016-09-14,286.45905557,288.263788045,285.966858789,286.951252353,4530700.0,289.159693556,295.83792414,4.06777169143,-6.03682734357,-10.5475324904,285.091921864,293.227465247,55.2171851174,-28523.7508029,3.75594277028,38.849003543
2016-09-13,288.127057651,288.127057651,285.037161105,285.720767745,4162200.0,289.375294532,296.060661565,4.10618539045,-5.15088944857,-10.8091423867,285.269109142,293.481479923,51.8904692111,17798.5739886,3.70415094927,36.7074712039
2016-09-12,285.009810932,289.685677612,284.080094964,289.0567513,5014000.0,289.55925487,296.319822856,4.05141243894,-2.30330790727,-10.9764630636,285.507842431,293.610667308,56.8693721362,-8631.16494584,3.62441403143,35.5134794202
2016-09-09,288.099703925,288.537223112,285.310599779,285.310599779,4961100.0,289.641515866,296.501866021,4.06419491495,-6.89060908854,-11.2519733354,285.577320951,293.705710781,52.4373800308,-96158.2761441,3.43333023143,33.2104939508
2016-09-08,291.435712256,292.228698695,289.302862262,289.658329514,3085600.0,289.887609048,296.78236629,4.00035568085,-1.56607532754,-11.2563155378,285.887253367,293.887964729,49.7130985913,-29857.9412181,3.53559277328,31.486424771
2016-09-07,292.666196621,293.267773204,290.396636234,291.709150054,2647700.0,289.94354031,296.960924658,4.0079721103,-4.31785805151,-11.3458612652,285.935568199,293.95151242,53.9438756433,77068.2906596,3.43707613907,29.1489787264
2016-09-06,292.173995432,298.053018011,291.681820525,292.611514618,6337900.0,290.097749526,297.09255625,4.1586547012,-3.57830793625,-11.2281123337,285.939094825,294.256404227,51.1350036205,99177.2489162,3.51495864721,25.8804792642
2016-09-02,289.002071198,289.494270716,288.373144889,288.728634013,3410100.0,290.225546238,297.204870027,4.29162010246,-13.5119238546,-10.6585831349,285.933926135,294.51716634,39.9383341121,4160.90597904,2.96715549433,22.9767102547
2016-09-01,287.853617489,288.673934519,286.076237491,287.552830567,3966600.0,290.708114947,297.417320203,4.84150806929,-30.1266337285,-9.93635871812,285.866606878,295.549623016,32.9658691219,5613.01419688,3.02229106148,20.7989485796
2016-08-31,287.853618186,289.193481736,287.005932279,288.26378764,5394700.0,291.784066151,297.664565862,6.98667644378,-31.7491318148,-9.2680273364,284.797389708,298.770742595,34.8957192014,56359.2556137,2.98016026291,20.0212689399
2016-08-30,287.580178484,288.83801196,285.365276574,287.443448952,5085300.0,292.917963716,297.90018896,8.7484263632,-29.6390777121,-8.70931119077,284.169537353,301.666390079,36.7754819348,87385.4877912,3.00802554412,18.4537905901
2016-08-29,282.948707418,285.7977248,282.677378889,285.146528735,4983000.0,293.976502206,298.162278908,9.79233583431,-28.8970502312,-8.03391005499,284.184166372,303.76883804,34.341241353,-3444.68610973,2.99436303222,16.797495165
2016-08-26,285.743448774,285.987660189,281.212177081,282.514588226,5294500.0,295.008539714,298.488508429,10.3349855453,-32.7228687582,-7.56034584168,284.673554169,305.34352526,26.835067573,-14011.7757802,3.05638233557,15.8343786981
2016-08-25,284.305380788,286.150454417,283.708443364,285.200788277,6694100.0,296.177213598,298.888882151,10.713075977,-22.710657797,-7.12808069952,285.464137622,306.890289575,27.0630354764,23236.5194817,2.94203522709,16.0021610884
2016-08-24,284.44105782,285.119392714,283.301457909,283.681325451,4135400.0,296.98830852,299.231963438,10.7109838323,-23.7145805719,-6.73584428588,286.277324687,307.699292352,30.0348571215,-22040.3003904,2.98854922152,16.2701332613
2016-08-23,286.503201026,287.072999621,284.169726276,284.549591104,4305400.0,297.835257826,299.621727924,10.556263641,-23.7145833276,-6.40993657212,287.278994185,308.391521467,37.1270716496,8141.59457229,3.05832226379,16.7172748012
2016-08-22,284.034050292,286.014796317,283.084386869,285.173647483,4484700.0,298.682207231,299.999499156,10.4010420857,-20.0787172882,-6.12285359518,288.281165145,309.083249316,37.3333143753,-122677.943216,3.0214979811,16.2538747463
2016-08-19,288.918069629,288.918069629,284.034050267,284.061189091,7065700.0,299.399304277,300.371097445,10.1236661846,-19.6445748167,-5.86416917023,289.275638092,309.522970461,33.1460504269,-139198.813127,3.12227858377,15.5964464068
2016-08-18,290.111925654,290.464673365,288.918069811,289.813455587,3710500.0,300.100896234,300.779892445,9.69287252618,-13.2139731087,-5.62461490038,290.408023708,309.79376876,46.3585095701,-39426.9365312,2.85288284125,15.9531076602
2016-08-17,292.11981317,292.11981317,288.158321087,289.732060763,5184900.0,300.572823845,301.054757543,9.49306787874,-11.4231574594,-5.56971052698,291.079755967,310.065891724,36.9369333307,-58340.2489314,3.17460816436,14.848895354
2016-08-16,293.015200462,293.612137884,291.956998026,292.01127567,3333900.0,300.980793755,301.338552016,9.25233074491,-8.08574094576,-5.53772988381,291.72846301,310.233124499,40.4938164487,-48929.3341728,3.24437839681,14.40461431
2016-08-15,294.941667824,295.565744066,293.584998038,293.584998038,3391600.0,301.269570217,301.572332847,9.08671331499,-5.72514774869,-5.55661156751,292.182856902,310.356283532,33.6410123293,-27187.2057561,3.62037012836,12.6566337549
2016-08-12,296.434011246,297.655005907,295.647140059,296.298336127,3015700.0,301.474039779,301.7725291,8.9710682413,-3.36455730731,-5.64841206195,292.502971538,310.445108021,22.7146687376,22531.630258,4.67275828582,11.6384078223
2016-08-11,294.534682832,296.922413513,294.480402474,295.918469732,3490200.0,301.59420254,301.909735433,8.92157147306,-2.76761967608,-5.78738054361,292.672631067,310.515774013,20.7123998711,32008.3340726,4.80067224163,15.5107445405
2016-08-10,292.174070315,294.724614947,291.224406889,294.344750119,2941700.0,301.6930461,302.059901786,8.87155135191,-4.17852483893,-5.99059549495,292.821494748,310.564597452,23.2439392459,13994.5835152,4.89176471984,20.9048365889
2016-08-09,292.119809954,295.240134176,291.088727355,293.015198445,3491700.0,301.84227913,302.253275983,8.77801515754,-3.20174010205,-6.25406532919,293.064263973,310.620294288,26.2123930197,-29678.7070577,4.89370340012,26.9536918424
2016-08-08,295.348672348,295.891353833,292.716730244,292.960941659,3589300.0,301.956626991,302.484821116,8.67906558374,-0.569796837533,-6.67050686904,293.277561407,310.635692575,25.4338762431,2404.9754308,4.85106636885,32.615395992
2016-08-05,294.290472492,296.108404585,293.802068654,295.457208512,3883800.0,301.976976878,302.72352965,8.65783415525,7.89580774802,-6.76164287469,293.319142723,310.634811033,37.5878770315,64113.7914959,5.17666556814,38.9307129363
2016-08-04,291.767063321,293.666414591,291.03447249,292.988079697,4313200.0,301.694983744,302.905654263,8.99988350253,-3.09320448418,-6.75265396605,292.695100242,310.694867247,35.0591010104,24477.1538011,5.07200949373,44.1673762139
2016-08-03,291.549992085,292.228326974,289.840593587,290.871657194,4120000.0,301.805455333,303.154230454,8.90756049257,-10.012230251,-6.68649103625,292.89789484,310.713015825,31.4846797448,-19872.3743833,5.07588501409,49.8612984434
2016-08-02,292.662470341,294.100537599,289.759199713,291.360059207,4504200.0,302.163034985,303.462083474,8.64961204847,-7.92296783155,-6.3675605466,293.513422936,310.812647033,35.9649058335,1150.76829581,5.17472848852,56.5032767029
2016-08-01,291.848461157,293.232269766,291.46859633,292.201208868,4208800.0,302.445998122,303.765411175,8.40937427582,-12.5356158521,-5.99162355114,294.036623846,310.855372397,38.5405418343,-106925.285131,5.0313081416,63.073514817
2016-07-29,295.267272647,296.678222788,290.627464711,291.224404841,7460900.0,302.893698688,304.055258793,8.17415647825,-15.65596113,-5.76532571316,294.719542209,311.067855166,38.1729194436,-124471.915542,5.00998891824,69.4724306658
2016-07-28,296.488270408,298.089151619,293.150876281,296.027008105,6239400.0,303.452840157,304.376854036,7.87641044768,-7.73301258828,-5.48815823041,295.576429709,311.329250604,44.5407293875,-202408.591313,4.73477901012,74.6708513799
2016-07-27,302.18630034,302.457631586,295.538607486,296.189822555,9939200.0,303.729019178,304.586136345,7.74079478158,-8.11287898377,-5.33731385648,295.988224396,311.469813959,45.9183814467,-906760.170767,4.53127945006,78.6010954344
2016-07-26,307.097438433,309.40377165,300.232692002,302.240557867,14563700.0,304.018764856,304.796583333,7.59867522098,-1.46520604006,-5.17465253144,296.420089635,311.617440077,53.4394969724,-753063.869729,4.19792455511,82.7393665615
2016-07-25,319.171787483,319.171787483,316.214258225,317.679464296,6210100.0,304.071093643,304.860648097,7.59101719413,13.2682271392,-5.07550502987,296.480076449,311.662110837,82.7416030543,-5504.23795877,3.33159388194,85.6680798433
2016-07-22,317.380996353,320.935484753,317.380996353,320.012919455,4304200.0,303.597228388,304.539354571,7.10887871835,14.2992907078,-5.38719815825,296.488349669,310.706107106,90.7675600254,74344.8972683,3.19592888504,83.5966544287
2016-07-21,315.020383164,317.218201783,313.690852202,317.082526664,3572100.0,303.086539434,304.151521861,6.36011290529,13.0782939415,-5.70916119321,296.726426529,309.446652339,89.6751038551,21866.8882421,3.15328897446,80.5639239016
2016-07-20,316.159978393,316.241397572,312.686909189,314.043578966,3353300.0,302.619457507,303.827416415,5.74463951171,8.87260901904,-6.01164486587,296.874817996,308.364097019,89.3412411975,136663.01284,3.12421573602,77.2680309176
2016-07-19,308.671180626,315.508785516,307.775773137,315.237456984,6277700.0,302.302578614,303.571356352,5.32016417987,11.9115594727,-6.22518661349,296.982414434,307.622742794,94.9437713099,158175.51103,3.15328601977,73.9049773123
2016-07-18,308.454105846,308.454105846,306.798965999,307.911446074,5254700.0,301.877165776,303.278954733,4.6859946535,5.15534815547,-6.40922731868,297.191171122,306.563160429,94.6428048944,-1576.11907232,3.05444246109,69.0168152726
2016-07-15,309.593702927,309.647980574,306.798965892,307.395906023,3688400.0,301.693046199,303.162844988,4.53909569054,4.3684773265,-6.47908122005,297.153950508,306.232141889,68.3700273471,48928.2585986,3.58741967462,62.6710999663
2016-07-14,307.640098186,309.023906801,305.767907443,308.264174431,6011900.0,301.537029151,303.056746649,4.40903084637,7.00042059101,-6.51724627524,297.127998305,305.946059998,60.6250020332,76958.3460053,3.9498433751,57.6561060689
2016-07-13,304.004231287,305.795024544,303.461571515,305.252364771,3464200.0,301.28701413,302.926226575,4.2073036874,4.47701294437,-6.54483661387,297.079710443,305.494317818,58.9576416844,26017.7715902,3.89945226516,52.8152527913
2016-07-12,303.027429013,304.628288513,302.918892714,303.705763907,3742000.0,301.127120811,302.867923754,4.13548270607,3.17458828559,-6.49831535654,296.991638105,305.262603517,48.6151708114,34899.143584,4.23280570846,46.8885188901
